nome_azienda,categoria,valori,anno
122,DISOCCUPATA,10.0,1
122,CASALINGA,7.0,1
122,OCCUPATA,31.0,1
901,STUDENTESSA,20.0,1
901,IN CERCA DI PRIMA OCCUPAZIONE,12.0,1
901,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,1
901,DISOCCUPATA,110.0,1
901,CASALINGA,32.0,1
901,OCCUPATA,174.0,1
912,STUDENTESSA,84.0,1
912,IN CERCA DI PRIMA OCCUPAZIONE,7.0,1
912,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,1
912,DISOCCUPATA,158.0,1
912,CASALINGA,121.0,1
912,OCCUPATA,360.0,1
101,STUDENTESSA,3.0,2
101,DISOCCUPATA,7.0,2
101,CASALINGA,16.0,2
101,OCCUPATA,52.0,2
102,STUDENTESSA,4.0,2
102,IN CERCA DI PRIMA OCCUPAZIONE,1.0,2
102,DISOCCUPATA,18.0,2
102,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,2
102,CASALINGA,8.0,2
102,OCCUPATA,86.0,2
103,STUDENTESSA,14.0,2
103,IN CERCA DI PRIMA OCCUPAZIONE,2.0,2
103,DISOCCUPATA,13.0,2
103,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
103,CASALINGA,15.0,2
103,OCCUPATA,60.0,2
104,STUDENTESSA,25.0,2
104,IN CERCA DI PRIMA OCCUPAZIONE,6.0,2
104,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,2
104,DISOCCUPATA,45.0,2
104,CASALINGA,31.0,2
104,OCCUPATA,91.0,2
105,STUDENTESSA,13.0,2
105,IN CERCA DI PRIMA OCCUPAZIONE,1.0,2
105,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
105,DISOCCUPATA,37.0,2
105,CASALINGA,50.0,2
105,OCCUPATA,61.0,2
106,STUDENTESSA,28.0,2
106,IN CERCA DI PRIMA OCCUPAZIONE,6.0,2
106,DISOCCUPATA,55.0,2
106,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,2
106,CASALINGA,40.0,2
106,OCCUPATA,166.0,2
107,STUDENTESSA,15.0,2
107,DISOCCUPATA,26.0,2
107,CASALINGA,51.0,2
107,OCCUPATA,177.0,2
108,STUDENTESSA,21.0,2
108,DISOCCUPATA,30.0,2
108,CASALINGA,47.0,2
108,OCCUPATA,147.0,2
109,STUDENTESSA,38.0,2
109,IN CERCA DI PRIMA OCCUPAZIONE,5.0,2
109,DISOCCUPATA,103.0,2
109,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
109,CASALINGA,76.0,2
109,OCCUPATA,184.0,2
110,STUDENTESSA,6.0,2
110,IN CERCA DI PRIMA OCCUPAZIONE,2.0,2
110,DISOCCUPATA,31.0,2
110,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,2
110,CASALINGA,30.0,2
110,OCCUPATA,63.0,2
112,STUDENTESSA,50.0,2
112,IN CERCA DI PRIMA OCCUPAZIONE,8.0,2
112,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
112,DISOCCUPATA,108.0,2
112,CASALINGA,62.0,2
112,OCCUPATA,233.0,2
113,STUDENTESSA,30.0,2
113,IN CERCA DI PRIMA OCCUPAZIONE,2.0,2
113,DISOCCUPATA,86.0,2
113,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",5.0,2
113,CASALINGA,31.0,2
113,OCCUPATA,211.0,2
114,STUDENTESSA,3.0,2
114,IN CERCA DI PRIMA OCCUPAZIONE,1.0,2
114,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
114,DISOCCUPATA,19.0,2
114,CASALINGA,12.0,2
114,OCCUPATA,47.0,2
115,STUDENTESSA,19.0,2
115,IN CERCA DI PRIMA OCCUPAZIONE,2.0,2
115,DISOCCUPATA,31.0,2
115,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
115,CASALINGA,28.0,2
115,OCCUPATA,129.0,2
116,STUDENTESSA,15.0,2
116,IN CERCA DI PRIMA OCCUPAZIONE,1.0,2
116,DISOCCUPATA,45.0,2
116,CASALINGA,15.0,2
116,OCCUPATA,105.0,2
117,STUDENTESSA,9.0,2
117,IN CERCA DI PRIMA OCCUPAZIONE,1.0,2
117,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
117,DISOCCUPATA,40.0,2
117,CASALINGA,13.0,2
117,OCCUPATA,72.0,2
118,STUDENTESSA,9.0,2
118,DISOCCUPATA,28.0,2
118,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,2
118,CASALINGA,25.0,2
118,OCCUPATA,85.0,2
119,STUDENTESSA,3.0,2
119,IN CERCA DI PRIMA OCCUPAZIONE,4.0,2
119,DISOCCUPATA,19.0,2
119,CASALINGA,5.0,2
119,OCCUPATA,14.0,2
120,STUDENTESSA,6.0,2
120,DISOCCUPATA,31.0,2
120,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
120,CASALINGA,29.0,2
120,OCCUPATA,57.0,2
121,STUDENTESSA,3.0,2
121,IN CERCA DI PRIMA OCCUPAZIONE,3.0,2
121,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
121,DISOCCUPATA,22.0,2
121,CASALINGA,22.0,2
121,OCCUPATA,51.0,2
122,STUDENTESSA,7.0,2
122,IN CERCA DI PRIMA OCCUPAZIONE,2.0,2
122,DISOCCUPATA,20.0,2
122,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,2
122,CASALINGA,19.0,2
122,OCCUPATA,62.0,2
901,STUDENTESSA,32.0,2
901,IN CERCA DI PRIMA OCCUPAZIONE,12.0,2
901,DISOCCUPATA,83.0,2
901,CASALINGA,23.0,2
901,OCCUPATA,173.0,2
912,STUDENTESSA,65.0,2
912,IN CERCA DI PRIMA OCCUPAZIONE,7.0,2
912,DISOCCUPATA,186.0,2
912,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,2
912,CASALINGA,140.0,2
912,OCCUPATA,325.0,2
501,STUDENTESSA,14.0,3
501,IN CERCA DI PRIMA OCCUPAZIONE,5.0,3
501,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",5.0,3
501,DISOCCUPATA,16.0,3
501,CASALINGA,18.0,3
501,OCCUPATA,139.0,3
502,STUDENTESSA,79.0,3
502,IN CERCA DI PRIMA OCCUPAZIONE,9.0,3
502,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,3
502,DISOCCUPATA,145.0,3
502,CASALINGA,148.0,3
502,OCCUPATA,449.0,3
503,STUDENTESSA,63.0,3
503,IN CERCA DI PRIMA OCCUPAZIONE,8.0,3
503,DISOCCUPATA,207.0,3
503,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",13.0,3
503,CASALINGA,110.0,3
503,OCCUPATA,394.0,3
504,STUDENTESSA,5.0,3
504,IN CERCA DI PRIMA OCCUPAZIONE,1.0,3
504,DISOCCUPATA,36.0,3
504,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,3
504,CASALINGA,23.0,3
504,OCCUPATA,57.0,3
505,STUDENTESSA,9.0,3
505,IN CERCA DI PRIMA OCCUPAZIONE,2.0,3
505,DISOCCUPATA,63.0,3
505,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",5.0,3
505,CASALINGA,35.0,3
505,OCCUPATA,106.0,3
506,STUDENTESSA,58.0,3
506,IN CERCA DI PRIMA OCCUPAZIONE,1.0,3
506,DISOCCUPATA,110.0,3
506,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,3
506,CASALINGA,83.0,3
506,OCCUPATA,270.0,3
507,STUDENTESSA,23.0,3
507,IN CERCA DI PRIMA OCCUPAZIONE,2.0,3
507,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,3
507,DISOCCUPATA,72.0,3
507,CASALINGA,47.0,3
507,OCCUPATA,165.0,3
508,STUDENTESSA,34.0,3
508,IN CERCA DI PRIMA OCCUPAZIONE,9.0,3
508,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",10.0,3
508,DISOCCUPATA,67.0,3
508,CASALINGA,83.0,3
508,OCCUPATA,204.0,3
509,STUDENTESSA,30.0,3
509,IN CERCA DI PRIMA OCCUPAZIONE,3.0,3
509,DISOCCUPATA,77.0,3
509,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,3
509,CASALINGA,96.0,3
509,OCCUPATA,200.0,3
901,STUDENTESSA,12.0,3
901,IN CERCA DI PRIMA OCCUPAZIONE,6.0,3
901,DISOCCUPATA,73.0,3
901,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,3
901,CASALINGA,27.0,3
901,OCCUPATA,205.0,3
912,STUDENTESSA,53.0,3
912,IN CERCA DI PRIMA OCCUPAZIONE,3.0,3
912,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,3
912,DISOCCUPATA,176.0,3
912,CASALINGA,98.0,3
912,OCCUPATA,274.0,3
501,STUDENTESSA,15.0,4
501,IN CERCA DI PRIMA OCCUPAZIONE,3.0,4
501,DISOCCUPATA,30.0,4
501,CASALINGA,17.0,4
501,OCCUPATA,138.0,4
502,STUDENTESSA,87.0,4
502,IN CERCA DI PRIMA OCCUPAZIONE,2.0,4
502,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",7.0,4
502,DISOCCUPATA,130.0,4
502,CASALINGA,142.0,4
502,OCCUPATA,452.0,4
503,STUDENTESSA,77.0,4
503,IN CERCA DI PRIMA OCCUPAZIONE,13.0,4
503,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",11.0,4
503,DISOCCUPATA,178.0,4
503,CASALINGA,127.0,4
503,OCCUPATA,412.0,4
504,STUDENTESSA,9.0,4
504,IN CERCA DI PRIMA OCCUPAZIONE,1.0,4
504,DISOCCUPATA,23.0,4
504,CASALINGA,18.0,4
504,OCCUPATA,57.0,4
505,STUDENTESSA,16.0,4
505,IN CERCA DI PRIMA OCCUPAZIONE,1.0,4
505,DISOCCUPATA,54.0,4
505,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,4
505,CASALINGA,44.0,4
505,OCCUPATA,129.0,4
506,STUDENTESSA,53.0,4
506,IN CERCA DI PRIMA OCCUPAZIONE,4.0,4
506,DISOCCUPATA,121.0,4
506,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",8.0,4
506,CASALINGA,63.0,4
506,OCCUPATA,303.0,4
507,STUDENTESSA,24.0,4
507,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,4
507,DISOCCUPATA,51.0,4
507,CASALINGA,22.0,4
507,OCCUPATA,130.0,4
508,STUDENTESSA,31.0,4
508,IN CERCA DI PRIMA OCCUPAZIONE,11.0,4
508,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",10.0,4
508,DISOCCUPATA,62.0,4
508,CASALINGA,115.0,4
508,OCCUPATA,188.0,4
509,STUDENTESSA,27.0,4
509,IN CERCA DI PRIMA OCCUPAZIONE,4.0,4
509,DISOCCUPATA,96.0,4
509,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",9.0,4
509,CASALINGA,78.0,4
509,OCCUPATA,191.0,4
901,STUDENTESSA,18.0,4
901,IN CERCA DI PRIMA OCCUPAZIONE,9.0,4
901,DISOCCUPATA,85.0,4
901,CASALINGA,16.0,4
901,OCCUPATA,136.0,4
912,STUDENTESSA,53.0,4
912,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",11.0,4
912,DISOCCUPATA,105.0,4
912,CASALINGA,75.0,4
912,OCCUPATA,307.0,4
501,STUDENTESSA,15.0,5
501,DISOCCUPATA,18.0,5
501,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,5
501,CASALINGA,21.0,5
501,OCCUPATA,121.0,5
502,STUDENTESSA,74.0,5
502,IN CERCA DI PRIMA OCCUPAZIONE,2.0,5
502,DISOCCUPATA,113.0,5
502,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",5.0,5
502,CASALINGA,131.0,5
502,OCCUPATA,422.0,5
503,STUDENTESSA,64.0,5
503,IN CERCA DI PRIMA OCCUPAZIONE,12.0,5
503,DISOCCUPATA,158.0,5
503,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",9.0,5
503,CASALINGA,113.0,5
503,OCCUPATA,380.0,5
504,STUDENTESSA,9.0,5
504,IN CERCA DI PRIMA OCCUPAZIONE,1.0,5
504,DISOCCUPATA,29.0,5
504,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,5
504,CASALINGA,15.0,5
504,OCCUPATA,66.0,5
505,STUDENTESSA,8.0,5
505,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,5
505,DISOCCUPATA,45.0,5
505,CASALINGA,45.0,5
505,OCCUPATA,85.0,5
506,STUDENTESSA,52.0,5
506,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,5
506,DISOCCUPATA,112.0,5
506,CASALINGA,44.0,5
506,OCCUPATA,278.0,5
507,STUDENTESSA,29.0,5
507,IN CERCA DI PRIMA OCCUPAZIONE,5.0,5
507,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",2.0,5
507,DISOCCUPATA,64.0,5
507,CASALINGA,19.0,5
507,OCCUPATA,151.0,5
508,STUDENTESSA,36.0,5
508,IN CERCA DI PRIMA OCCUPAZIONE,9.0,5
508,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",11.0,5
508,DISOCCUPATA,52.0,5
508,CASALINGA,82.0,5
508,OCCUPATA,191.0,5
509,STUDENTESSA,24.0,5
509,IN CERCA DI PRIMA OCCUPAZIONE,3.0,5
509,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,5
509,DISOCCUPATA,104.0,5
509,CASALINGA,85.0,5
509,OCCUPATA,198.0,5
901,STUDENTESSA,21.0,5
901,IN CERCA DI PRIMA OCCUPAZIONE,7.0,5
901,DISOCCUPATA,66.0,5
901,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,5
901,CASALINGA,18.0,5
901,OCCUPATA,139.0,5
912,STUDENTESSA,55.0,5
912,IN CERCA DI PRIMA OCCUPAZIONE,1.0,5
912,DISOCCUPATA,91.0,5
912,CASALINGA,88.0,5
912,OCCUPATA,335.0,5
501,STUDENTESSA,14.0,6
501,IN CERCA DI PRIMA OCCUPAZIONE,1.0,6
501,DISOCCUPATA,19.0,6
501,CASALINGA,25.0,6
501,OCCUPATA,112.0,6
502,STUDENTESSA,80.0,6
502,IN CERCA DI PRIMA OCCUPAZIONE,4.0,6
502,DISOCCUPATA,94.0,6
502,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,6
502,CASALINGA,160.0,6
502,OCCUPATA,407.0,6
503,STUDENTESSA,50.0,6
503,IN CERCA DI PRIMA OCCUPAZIONE,7.0,6
503,DISOCCUPATA,186.0,6
503,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,6
503,CASALINGA,98.0,6
503,OCCUPATA,330.0,6
504,STUDENTESSA,6.0,6
504,IN CERCA DI PRIMA OCCUPAZIONE,1.0,6
504,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,6
504,DISOCCUPATA,29.0,6
504,CASALINGA,17.0,6
504,OCCUPATA,50.0,6
505,STUDENTESSA,9.0,6
505,IN CERCA DI PRIMA OCCUPAZIONE,2.0,6
505,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,6
505,DISOCCUPATA,52.0,6
505,CASALINGA,30.0,6
505,OCCUPATA,87.0,6
506,STUDENTESSA,40.0,6
506,IN CERCA DI PRIMA OCCUPAZIONE,1.0,6
506,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",7.0,6
506,DISOCCUPATA,77.0,6
506,CASALINGA,80.0,6
506,OCCUPATA,241.0,6
507,STUDENTESSA,29.0,6
507,IN CERCA DI PRIMA OCCUPAZIONE,4.0,6
507,DISOCCUPATA,58.0,6
507,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,6
507,CASALINGA,28.0,6
507,OCCUPATA,152.0,6
508,STUDENTESSA,40.0,6
508,IN CERCA DI PRIMA OCCUPAZIONE,8.0,6
508,DISOCCUPATA,64.0,6
508,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,6
508,CASALINGA,94.0,6
508,OCCUPATA,164.0,6
509,STUDENTESSA,19.0,6
509,IN CERCA DI PRIMA OCCUPAZIONE,8.0,6
509,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,6
509,DISOCCUPATA,59.0,6
509,CASALINGA,67.0,6
509,OCCUPATA,148.0,6
901,STUDENTESSA,16.0,6
901,IN CERCA DI PRIMA OCCUPAZIONE,5.0,6
901,DISOCCUPATA,81.0,6
901,CASALINGA,27.0,6
901,OCCUPATA,195.0,6
912,STUDENTESSA,45.0,6
912,IN CERCA DI PRIMA OCCUPAZIONE,1.0,6
912,DISOCCUPATA,93.0,6
912,CASALINGA,85.0,6
912,OCCUPATA,303.0,6
501,STUDENTESSA,14.0,7
501,DISOCCUPATA,22.0,7
501,CASALINGA,11.0,7
501,OCCUPATA,98.0,7
502,STUDENTESSA,64.0,7
502,IN CERCA DI PRIMA OCCUPAZIONE,3.0,7
502,DISOCCUPATA,156.0,7
502,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,7
502,CASALINGA,112.0,7
502,OCCUPATA,429.0,7
503,STUDENTESSA,54.0,7
503,IN CERCA DI PRIMA OCCUPAZIONE,9.0,7
503,DISOCCUPATA,178.0,7
503,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,7
503,CASALINGA,54.0,7
503,OCCUPATA,318.0,7
504,STUDENTESSA,6.0,7
504,IN CERCA DI PRIMA OCCUPAZIONE,1.0,7
504,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,7
504,DISOCCUPATA,24.0,7
504,CASALINGA,22.0,7
504,OCCUPATA,47.0,7
505,STUDENTESSA,16.0,7
505,IN CERCA DI PRIMA OCCUPAZIONE,2.0,7
505,DISOCCUPATA,61.0,7
505,CASALINGA,25.0,7
505,OCCUPATA,84.0,7
506,STUDENTESSA,51.0,7
506,IN CERCA DI PRIMA OCCUPAZIONE,2.0,7
506,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,7
506,DISOCCUPATA,74.0,7
506,CASALINGA,63.0,7
506,OCCUPATA,257.0,7
507,STUDENTESSA,19.0,7
507,IN CERCA DI PRIMA OCCUPAZIONE,3.0,7
507,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,7
507,DISOCCUPATA,62.0,7
507,CASALINGA,52.0,7
507,OCCUPATA,176.0,7
508,STUDENTESSA,34.0,7
508,IN CERCA DI PRIMA OCCUPAZIONE,3.0,7
508,DISOCCUPATA,43.0,7
508,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,7
508,CASALINGA,80.0,7
508,OCCUPATA,164.0,7
509,STUDENTESSA,34.0,7
509,IN CERCA DI PRIMA OCCUPAZIONE,8.0,7
509,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",1.0,7
509,DISOCCUPATA,55.0,7
509,CASALINGA,68.0,7
509,OCCUPATA,140.0,7
901,STUDENTESSA,16.0,7
901,IN CERCA DI PRIMA OCCUPAZIONE,8.0,7
901,DISOCCUPATA,80.0,7
901,CASALINGA,31.0,7
901,OCCUPATA,175.0,7
912,STUDENTESSA,56.0,7
912,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",4.0,7
912,DISOCCUPATA,77.0,7
912,CASALINGA,79.0,7
912,OCCUPATA,340.0,7
501,STUDENTESSA,12.0,8
501,DISOCCUPATA,16.0,8
501,CASALINGA,10.0,8
501,OCCUPATA,101.0,8
502,STUDENTESSA,62.0,8
502,IN CERCA DI PRIMA OCCUPAZIONE,6.0,8
502,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",6.0,8
502,DISOCCUPATA,165.0,8
502,CASALINGA,126.0,8
502,OCCUPATA,439.0,8
503,STUDENTESSA,77.0,8
503,IN CERCA DI PRIMA OCCUPAZIONE,6.0,8
503,DISOCCUPATA,143.0,8
503,"ALTRA CONDIZIONE DIPENDENTE(APPRENDISTA, LAVORO A DOMICILI, ECC)",3.0,8
503,CASALINGA,82.0,8
503,OCCUPATA,349.0,8
