nome_azienda,categoria,valori,anno
114,CONSULTORIO FAMILIARE PUBBLICO,8.0,1
115,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,13.0,1
115,MEDICO DI FIDUCIA,116.0,1
115,CONSULTORIO FAMILIARE PUBBLICO,45.0,1
115,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,1
116,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,19.0,1
116,MEDICO DI FIDUCIA,77.0,1
116,CONSULTORIO FAMILIARE PUBBLICO,67.0,1
116,ALTRA STRUTTURA SOCIO-SANITARIA,6.0,1
117,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,31.0,1
117,CONSULTORIO FAMILIARE PUBBLICO,65.0,1
117,MEDICO DI FIDUCIA,35.0,1
117,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,1
118,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,50.0,1
118,CONSULTORIO FAMILIARE PUBBLICO,69.0,1
118,MEDICO DI FIDUCIA,65.0,1
118,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,1
119,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,16.0,1
119,MEDICO DI FIDUCIA,2.0,1
119,CONSULTORIO FAMILIARE PUBBLICO,14.0,1
120,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,22.0,1
120,CONSULTORIO FAMILIARE PUBBLICO,37.0,1
120,MEDICO DI FIDUCIA,82.0,1
121,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,100.0,1
121,CONSULTORIO FAMILIARE PUBBLICO,3.0,1
121,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,1
122,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,41.0,1
122,CONSULTORIO FAMILIARE PUBBLICO,3.0,1
122,MEDICO DI FIDUCIA,7.0,1
122,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,1
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,257.0,1
901,MANCANTE PER IMMEDIATO PERICOLO DI VITA DELLA DONNA,1.0,1
901,MEDICO DI FIDUCIA,49.0,1
901,CONSULTORIO FAMILIARE PUBBLICO,33.0,1
901,ALTRA STRUTTURA SOCIO-SANITARIA,9.0,1
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,51.0,1
912,MEDICO DI FIDUCIA,271.0,1
912,CONSULTORIO FAMILIARE PUBBLICO,406.0,1
912,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,1
101,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,43.0,2
101,CONSULTORIO FAMILIARE PUBBLICO,17.0,2
101,MEDICO DI FIDUCIA,18.0,2
102,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,51.0,2
102,CONSULTORIO FAMILIARE PUBBLICO,45.0,2
102,MEDICO DI FIDUCIA,18.0,2
102,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,2
103,MEDICO DI FIDUCIA,34.0,2
103,CONSULTORIO FAMILIARE PUBBLICO,71.0,2
104,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,39.0,2
104,MEDICO DI FIDUCIA,36.0,2
104,CONSULTORIO FAMILIARE PUBBLICO,123.0,2
104,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,2
105,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,10.0,2
105,CONSULTORIO FAMILIARE PUBBLICO,85.0,2
105,MEDICO DI FIDUCIA,52.0,2
105,ALTRA STRUTTURA SOCIO-SANITARIA,16.0,2
106,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,40.0,2
106,CONSULTORIO FAMILIARE PUBBLICO,139.0,2
106,MEDICO DI FIDUCIA,117.0,2
106,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,2
107,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,197.0,2
107,MEDICO DI FIDUCIA,32.0,2
107,CONSULTORIO FAMILIARE PUBBLICO,33.0,2
107,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,2
108,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,118.0,2
108,MEDICO DI FIDUCIA,9.0,2
108,CONSULTORIO FAMILIARE PUBBLICO,118.0,2
109,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,71.0,2
109,MEDICO DI FIDUCIA,87.0,2
109,CONSULTORIO FAMILIARE PUBBLICO,241.0,2
109,ALTRA STRUTTURA SOCIO-SANITARIA,8.0,2
110,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,8.0,2
110,CONSULTORIO FAMILIARE PUBBLICO,99.0,2
110,MEDICO DI FIDUCIA,27.0,2
112,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,34.0,2
112,CONSULTORIO FAMILIARE PUBBLICO,257.0,2
112,MEDICO DI FIDUCIA,160.0,2
112,ALTRA STRUTTURA SOCIO-SANITARIA,11.0,2
113,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,77.0,2
113,CONSULTORIO FAMILIARE PUBBLICO,123.0,2
113,MEDICO DI FIDUCIA,127.0,2
113,ALTRA STRUTTURA SOCIO-SANITARIA,38.0,2
114,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,15.0,2
114,MEDICO DI FIDUCIA,47.0,2
114,CONSULTORIO FAMILIARE PUBBLICO,21.0,2
115,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,30.0,2
115,CONSULTORIO FAMILIARE PUBBLICO,63.0,2
115,MEDICO DI FIDUCIA,111.0,2
115,ALTRA STRUTTURA SOCIO-SANITARIA,6.0,2
116,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,12.0,2
116,MEDICO DI FIDUCIA,83.0,2
116,CONSULTORIO FAMILIARE PUBBLICO,81.0,2
116,ALTRA STRUTTURA SOCIO-SANITARIA,5.0,2
117,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,22.0,2
117,CONSULTORIO FAMILIARE PUBBLICO,76.0,2
117,MEDICO DI FIDUCIA,36.0,2
117,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,2
118,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,50.0,2
118,CONSULTORIO FAMILIARE PUBBLICO,56.0,2
118,MEDICO DI FIDUCIA,42.0,2
118,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,2
119,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,29.0,2
119,CONSULTORIO FAMILIARE PUBBLICO,13.0,2
119,MEDICO DI FIDUCIA,3.0,2
120,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,19.0,2
120,CONSULTORIO FAMILIARE PUBBLICO,38.0,2
120,MEDICO DI FIDUCIA,64.0,2
120,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,2
121,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,101.0,2
121,MEDICO DI FIDUCIA,1.0,2
122,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,37.0,2
122,CONSULTORIO FAMILIARE PUBBLICO,34.0,2
122,MEDICO DI FIDUCIA,36.0,2
122,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,2
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,181.0,2
901,CONSULTORIO FAMILIARE PUBBLICO,44.0,2
901,MEDICO DI FIDUCIA,85.0,2
901,ALTRA STRUTTURA SOCIO-SANITARIA,13.0,2
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,53.0,2
912,MEDICO DI FIDUCIA,224.0,2
912,CONSULTORIO FAMILIARE PUBBLICO,452.0,2
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,84.0,3
501,MEDICO DI FIDUCIA,43.0,3
501,CONSULTORIO FAMILIARE PUBBLICO,67.0,3
501,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,3
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,338.0,3
502,MEDICO DI FIDUCIA,85.0,3
502,CONSULTORIO FAMILIARE PUBBLICO,387.0,3
502,ALTRA STRUTTURA SOCIO-SANITARIA,23.0,3
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,116.0,3
503,MANCANTE PER IMMEDIATO PERICOLO DI VITA DELLA DONNA,1.0,3
503,CONSULTORIO FAMILIARE PUBBLICO,358.0,3
503,MEDICO DI FIDUCIA,293.0,3
503,ALTRA STRUTTURA SOCIO-SANITARIA,27.0,3
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,8.0,3
504,CONSULTORIO FAMILIARE PUBBLICO,92.0,3
504,MEDICO DI FIDUCIA,23.0,3
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,56.0,3
505,MEDICO DI FIDUCIA,79.0,3
505,CONSULTORIO FAMILIARE PUBBLICO,81.0,3
505,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,3
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,79.0,3
506,MEDICO DI FIDUCIA,203.0,3
506,CONSULTORIO FAMILIARE PUBBLICO,228.0,3
506,ALTRA STRUTTURA SOCIO-SANITARIA,14.0,3
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,31.0,3
507,MEDICO DI FIDUCIA,59.0,3
507,CONSULTORIO FAMILIARE PUBBLICO,218.0,3
507,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,3
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,34.0,3
508,MEDICO DI FIDUCIA,140.0,3
508,CONSULTORIO FAMILIARE PUBBLICO,217.0,3
508,ALTRA STRUTTURA SOCIO-SANITARIA,16.0,3
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,135.0,3
509,MEDICO DI FIDUCIA,137.0,3
509,CONSULTORIO FAMILIARE PUBBLICO,136.0,3
509,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,3
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,132.0,3
901,CONSULTORIO FAMILIARE PUBBLICO,64.0,3
901,MEDICO DI FIDUCIA,115.0,3
901,ALTRA STRUTTURA SOCIO-SANITARIA,13.0,3
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,35.0,3
912,MEDICO DI FIDUCIA,153.0,3
912,CONSULTORIO FAMILIARE PUBBLICO,415.0,3
912,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,3
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,59.0,4
501,CONSULTORIO FAMILIARE PUBBLICO,70.0,4
501,MEDICO DI FIDUCIA,72.0,4
501,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,4
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,295.0,4
502,MEDICO DI FIDUCIA,108.0,4
502,CONSULTORIO FAMILIARE PUBBLICO,379.0,4
502,ALTRA STRUTTURA SOCIO-SANITARIA,38.0,4
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,92.0,4
503,CONSULTORIO FAMILIARE PUBBLICO,411.0,4
503,MEDICO DI FIDUCIA,297.0,4
503,ALTRA STRUTTURA SOCIO-SANITARIA,18.0,4
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,6.0,4
504,CONSULTORIO FAMILIARE PUBBLICO,81.0,4
504,MEDICO DI FIDUCIA,21.0,4
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,79.0,4
505,MEDICO DI FIDUCIA,88.0,4
505,CONSULTORIO FAMILIARE PUBBLICO,81.0,4
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,69.0,4
506,CONSULTORIO FAMILIARE PUBBLICO,265.0,4
506,MEDICO DI FIDUCIA,203.0,4
506,ALTRA STRUTTURA SOCIO-SANITARIA,15.0,4
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,30.0,4
507,MEDICO DI FIDUCIA,31.0,4
507,CONSULTORIO FAMILIARE PUBBLICO,171.0,4
507,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,4
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,43.0,4
508,MANCANTE PER IMMEDIATO PERICOLO DI VITA DELLA DONNA,1.0,4
508,CONSULTORIO FAMILIARE PUBBLICO,253.0,4
508,MEDICO DI FIDUCIA,108.0,4
508,ALTRA STRUTTURA SOCIO-SANITARIA,12.0,4
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,118.0,4
509,MEDICO DI FIDUCIA,142.0,4
509,CONSULTORIO FAMILIARE PUBBLICO,136.0,4
509,ALTRA STRUTTURA SOCIO-SANITARIA,9.0,4
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,116.0,4
901,CONSULTORIO FAMILIARE PUBBLICO,55.0,4
901,MEDICO DI FIDUCIA,86.0,4
901,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,4
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,43.0,4
912,CONSULTORIO FAMILIARE PUBBLICO,344.0,4
912,MEDICO DI FIDUCIA,163.0,4
912,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,4
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,64.0,5
501,CONSULTORIO FAMILIARE PUBBLICO,65.0,5
501,MEDICO DI FIDUCIA,42.0,5
501,ALTRA STRUTTURA SOCIO-SANITARIA,6.0,5
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,251.0,5
502,MEDICO DI FIDUCIA,118.0,5
502,CONSULTORIO FAMILIARE PUBBLICO,359.0,5
502,ALTRA STRUTTURA SOCIO-SANITARIA,19.0,5
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,78.0,5
503,MEDICO DI FIDUCIA,289.0,5
503,CONSULTORIO FAMILIARE PUBBLICO,341.0,5
503,ALTRA STRUTTURA SOCIO-SANITARIA,28.0,5
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,7.0,5
504,MEDICO DI FIDUCIA,31.0,5
504,CONSULTORIO FAMILIARE PUBBLICO,83.0,5
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,48.0,5
505,CONSULTORIO FAMILIARE PUBBLICO,89.0,5
505,MEDICO DI FIDUCIA,47.0,5
505,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,5
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,79.0,5
506,MEDICO DI FIDUCIA,121.0,5
506,CONSULTORIO FAMILIARE PUBBLICO,284.0,5
506,ALTRA STRUTTURA SOCIO-SANITARIA,8.0,5
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,42.0,5
507,CONSULTORIO FAMILIARE PUBBLICO,182.0,5
507,MEDICO DI FIDUCIA,43.0,5
507,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,5
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,38.0,5
508,MEDICO DI FIDUCIA,121.0,5
508,CONSULTORIO FAMILIARE PUBBLICO,211.0,5
508,ALTRA STRUTTURA SOCIO-SANITARIA,11.0,5
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,101.0,5
509,CONSULTORIO FAMILIARE PUBBLICO,153.0,5
509,MEDICO DI FIDUCIA,155.0,5
509,ALTRA STRUTTURA SOCIO-SANITARIA,8.0,5
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,75.0,5
901,MEDICO DI FIDUCIA,127.0,5
901,CONSULTORIO FAMILIARE PUBBLICO,49.0,5
901,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,5
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,51.0,5
912,MEDICO DI FIDUCIA,203.0,5
912,CONSULTORIO FAMILIARE PUBBLICO,316.0,5
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,88.0,6
501,MEDICO DI FIDUCIA,30.0,6
501,CONSULTORIO FAMILIARE PUBBLICO,49.0,6
501,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,6
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,221.0,6
502,CONSULTORIO FAMILIARE PUBBLICO,396.0,6
502,MEDICO DI FIDUCIA,95.0,6
502,ALTRA STRUTTURA SOCIO-SANITARIA,34.0,6
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,68.0,6
503,CONSULTORIO FAMILIARE PUBBLICO,312.0,6
503,MEDICO DI FIDUCIA,283.0,6
503,ALTRA STRUTTURA SOCIO-SANITARIA,14.0,6
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,16.0,6
504,CONSULTORIO FAMILIARE PUBBLICO,59.0,6
504,MEDICO DI FIDUCIA,29.0,6
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,42.0,6
505,MEDICO DI FIDUCIA,62.0,6
505,CONSULTORIO FAMILIARE PUBBLICO,76.0,6
505,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,6
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,52.0,6
506,MEDICO DI FIDUCIA,194.0,6
506,CONSULTORIO FAMILIARE PUBBLICO,192.0,6
506,ALTRA STRUTTURA SOCIO-SANITARIA,8.0,6
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,27.0,6
507,MANCANTE PER IMMEDIATO PERICOLO DI VITA DELLA DONNA,2.0,6
507,MEDICO DI FIDUCIA,41.0,6
507,CONSULTORIO FAMILIARE PUBBLICO,195.0,6
507,ALTRA STRUTTURA SOCIO-SANITARIA,10.0,6
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,29.0,6
508,MEDICO DI FIDUCIA,107.0,6
508,CONSULTORIO FAMILIARE PUBBLICO,215.0,6
508,ALTRA STRUTTURA SOCIO-SANITARIA,25.0,6
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,81.0,6
509,MEDICO DI FIDUCIA,122.0,6
509,CONSULTORIO FAMILIARE PUBBLICO,92.0,6
509,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,6
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,115.0,6
901,CONSULTORIO FAMILIARE PUBBLICO,60.0,6
901,MEDICO DI FIDUCIA,135.0,6
901,ALTRA STRUTTURA SOCIO-SANITARIA,14.0,6
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,58.0,6
912,MEDICO DI FIDUCIA,223.0,6
912,CONSULTORIO FAMILIARE PUBBLICO,243.0,6
912,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,6
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,63.0,7
501,MEDICO DI FIDUCIA,29.0,7
501,CONSULTORIO FAMILIARE PUBBLICO,51.0,7
501,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,7
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,202.0,7
502,CONSULTORIO FAMILIARE PUBBLICO,403.0,7
502,MEDICO DI FIDUCIA,138.0,7
502,ALTRA STRUTTURA SOCIO-SANITARIA,27.0,7
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,67.0,7
503,CONSULTORIO FAMILIARE PUBBLICO,257.0,7
503,MEDICO DI FIDUCIA,271.0,7
503,ALTRA STRUTTURA SOCIO-SANITARIA,22.0,7
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,6.0,7
504,CONSULTORIO FAMILIARE PUBBLICO,68.0,7
504,MEDICO DI FIDUCIA,27.0,7
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,51.0,7
505,CONSULTORIO FAMILIARE PUBBLICO,71.0,7
505,MEDICO DI FIDUCIA,61.0,7
505,ALTRA STRUTTURA SOCIO-SANITARIA,5.0,7
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,59.0,7
506,CONSULTORIO FAMILIARE PUBBLICO,203.0,7
506,MEDICO DI FIDUCIA,186.0,7
506,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,7
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,48.0,7
507,MEDICO DI FIDUCIA,61.0,7
507,CONSULTORIO FAMILIARE PUBBLICO,199.0,7
507,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,7
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,56.0,7
508,CONSULTORIO FAMILIARE PUBBLICO,179.0,7
508,MEDICO DI FIDUCIA,80.0,7
508,ALTRA STRUTTURA SOCIO-SANITARIA,12.0,7
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,106.0,7
509,MEDICO DI FIDUCIA,126.0,7
509,CONSULTORIO FAMILIARE PUBBLICO,70.0,7
509,ALTRA STRUTTURA SOCIO-SANITARIA,4.0,7
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,112.0,7
901,CONSULTORIO FAMILIARE PUBBLICO,55.0,7
901,MEDICO DI FIDUCIA,136.0,7
901,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,7
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,58.0,7
912,MEDICO DI FIDUCIA,202.0,7
912,CONSULTORIO FAMILIARE PUBBLICO,295.0,7
912,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,7
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,68.0,8
501,CONSULTORIO FAMILIARE PUBBLICO,50.0,8
501,MEDICO DI FIDUCIA,19.0,8
501,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,8
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,207.0,8
502,MEDICO DI FIDUCIA,146.0,8
502,CONSULTORIO FAMILIARE PUBBLICO,427.0,8
502,ALTRA STRUTTURA SOCIO-SANITARIA,24.0,8
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,83.0,8
503,MANCANTE PER IMMEDIATO PERICOLO DI VITA DELLA DONNA,1.0,8
503,MEDICO DI FIDUCIA,314.0,8
503,CONSULTORIO FAMILIARE PUBBLICO,233.0,8
503,ALTRA STRUTTURA SOCIO-SANITARIA,29.0,8
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,14.0,8
504,CONSULTORIO FAMILIARE PUBBLICO,62.0,8
504,MEDICO DI FIDUCIA,35.0,8
504,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,8
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,50.0,8
505,CONSULTORIO FAMILIARE PUBBLICO,75.0,8
505,MEDICO DI FIDUCIA,50.0,8
505,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,8
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,48.0,8
506,CONSULTORIO FAMILIARE PUBBLICO,286.0,8
506,MEDICO DI FIDUCIA,142.0,8
506,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,8
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,48.0,8
507,CONSULTORIO FAMILIARE PUBBLICO,201.0,8
507,MEDICO DI FIDUCIA,89.0,8
