nome_azienda,categoria,valori,anno
103,Età 20-24,3.65,2
103,Età 30-34,2.48,2
103,Età 35-39,2.84,2
103,Età 25-29,5.48,2
103,Età 15-19,3.3,2
103,Età 40-44,1.11,2
104,Età 20-24,7.06,2
104,Età 30-34,5.89,2
104,Età 35-39,6.47,2
104,Età 25-29,7.33,2
104,Età 15-19,4.27,2
104,Età 40-44,3.21,2
105,Età 20-24,3.85,2
105,Età 30-34,8.13,2
105,Età 35-39,5.74,2
105,Età 25-29,5.37,2
105,Età 15-19,2.88,2
105,Età 40-44,2.33,2
105,Età 45-49,0.26,2
106,Età 20-24,5.27,2
106,Età 30-34,6.39,2
106,Età 35-39,5.49,2
106,Età 25-29,5.23,2
106,Età 15-19,2.59,2
106,Età 40-44,2.38,2
106,Età 45-49,0.19,2
107,Età 20-24,5.6,2
107,Età 30-34,9.18,2
107,Età 35-39,7.3,2
107,Età 25-29,9.26,2
107,Età 15-19,1.24,2
107,Età 40-44,3.16,2
107,Età 45-49,0.19,2
108,Età 20-24,6.06,2
108,Età 30-34,6.82,2
108,Età 35-39,5.59,2
108,Età 25-29,5.38,2
108,Età 15-19,1.9,2
108,Età 40-44,2.84,2
108,Età 45-49,0.25,2
109,Età 20-24,5.34,2
109,Età 30-34,5.48,2
109,Età 35-39,5.0,2
109,Età 25-29,6.98,2
109,Età 15-19,2.6,2
109,Età 40-44,2.09,2
109,Età 45-49,0.23,2
110,Età 20-24,3.17,2
110,Età 30-34,3.39,2
110,Età 35-39,3.31,2
110,Età 25-29,4.83,2
110,Età 15-19,1.75,2
110,Età 40-44,1.71,2
112,Età 20-24,10.97,2
112,Età 30-34,11.12,2
112,Età 35-39,9.39,2
112,Età 25-29,11.75,2
112,Età 15-19,4.46,2
112,Età 40-44,3.56,2
112,Età 45-49,0.22,2
113,Età 20-24,7.81,2
113,Età 30-34,8.62,2
113,Età 35-39,8.29,2
113,Età 25-29,9.21,2
113,Età 15-19,3.82,2
113,Età 40-44,3.83,2
113,Età 45-49,0.08,2
114,Età 20-24,6.0,2
114,Età 30-34,7.37,2
114,Età 35-39,7.31,2
114,Età 25-29,15.38,2
114,Età 15-19,2.03,2
114,Età 40-44,2.94,2
114,Età 45-49,0.34,2
115,Età 20-24,4.63,2
115,Età 30-34,4.15,2
115,Età 35-39,4.76,2
115,Età 25-29,5.23,2
115,Età 15-19,2.27,2
115,Età 40-44,3.44,2
115,Età 45-49,0.17,2
116,Età 20-24,1.73,2
116,Età 30-34,2.2,2
116,Età 35-39,2.38,2
116,Età 25-29,2.3,2
116,Età 15-19,1.03,2
116,Età 40-44,0.89,2
116,Età 45-49,0.08,2
117,Età 20-24,5.05,2
117,Età 30-34,5.45,2
117,Età 35-39,4.26,2
117,Età 25-29,2.75,2
117,Età 15-19,1.69,2
117,Età 40-44,2.83,2
118,Età 20-24,2.65,2
118,Età 30-34,6.58,2
118,Età 35-39,4.81,2
118,Età 25-29,7.14,2
118,Età 15-19,2.19,2
118,Età 40-44,1.82,2
118,Età 45-49,0.24,2
119,Età 20-24,1.32,2
119,Età 30-34,5.46,2
119,Età 35-39,3.23,2
119,Età 25-29,3.55,2
119,Età 15-19,5.69,2
119,Età 40-44,0.91,2
119,Età 45-49,0.29,2
120,Età 20-24,1.39,2
120,Età 30-34,2.08,2
120,Età 35-39,1.55,2
120,Età 25-29,1.38,2
120,Età 15-19,0.57,2
120,Età 40-44,0.49,2
120,Età 45-49,0.04,2
121,Età 20-24,4.31,2
121,Età 30-34,5.15,2
121,Età 35-39,4.3,2
121,Età 25-29,3.55,2
121,Età 15-19,1.1,2
121,Età 40-44,0.72,2
122,Età 20-24,1.78,2
122,Età 30-34,1.74,2
122,Età 35-39,1.12,2
122,Età 25-29,2.74,2
122,Età 15-19,0.99,2
122,Età 40-44,1.4,2
122,Età 45-49,0.07,2
901,Età 20-24,0.0,2
901,Età 30-34,0.0,2
901,Età 35-39,0.0,2
901,Età 25-29,0.0,2
901,Età 15-19,0.0,2
901,Età 40-44,0.0,2
901,Età 45-49,0.0,2
912,Età 20-24,0.0,2
912,Età 30-34,0.0,2
912,Età 35-39,0.0,2
912,Età 25-29,0.0,2
912,Età 15-19,0.0,2
912,Età 40-44,0.0,2
912,Età 45-49,0.0,2
501,Età 20-24,4.84,3
501,Età 30-34,7.86,3
501,Età 35-39,9.04,3
501,Età 25-29,5.55,3
501,Età 15-19,2.64,3
501,Età 40-44,3.12,3
501,Età 45-49,0.23,3
502,Età 20-24,4.84,3
502,Età 30-34,7.67,3
502,Età 35-39,6.14,3
502,Età 25-29,6.89,3
502,Età 15-19,2.37,3
502,Età 40-44,2.98,3
502,Età 45-49,0.16,3
503,Età 20-24,7.27,3
503,Età 30-34,9.18,3
503,Età 35-39,7.75,3
503,Età 25-29,9.32,3
503,Età 15-19,3.91,3
503,Età 40-44,4.24,3
503,Età 45-49,0.4,3
504,Età 20-24,5.43,3
504,Età 30-34,3.74,3
504,Età 35-39,4.27,3
504,Età 25-29,5.07,3
504,Età 15-19,1.68,3
504,Età 40-44,0.84,3
504,Età 45-49,0.11,3
505,Età 20-24,3.54,3
505,Età 30-34,7.21,3
505,Età 35-39,6.84,3
505,Età 25-29,7.39,3
505,Età 15-19,1.52,3
505,Età 40-44,3.23,3
505,Età 45-49,0.1,3
506,Età 20-24,4.06,3
506,Età 30-34,3.45,3
506,Età 35-39,3.63,3
506,Età 25-29,4.64,3
506,Età 15-19,1.42,3
506,Età 40-44,1.61,3
506,Età 45-49,0.03,3
507,Età 20-24,7.59,3
507,Età 30-34,7.28,3
507,Età 35-39,4.45,3
507,Età 25-29,6.37,3
507,Età 15-19,2.14,3
507,Età 40-44,2.35,3
507,Età 45-49,0.2,3
508,Età 20-24,5.17,3
508,Età 30-34,5.86,3
508,Età 35-39,4.77,3
508,Età 25-29,5.83,3
508,Età 15-19,2.78,3
508,Età 40-44,2.61,3
508,Età 45-49,0.1,3
509,Età 20-24,2.62,3
509,Età 30-34,2.97,3
509,Età 35-39,2.88,3
509,Età 25-29,3.3,3
509,Età 15-19,1.19,3
509,Età 40-44,1.18,3
509,Età 45-49,0.1,3
901,Età 20-24,0.0,3
901,Età 30-34,0.0,3
901,Età 35-39,0.0,3
901,Età 25-29,0.0,3
901,Età 15-19,0.0,3
901,Età 40-44,0.0,3
901,Età 45-49,0.0,3
912,Età 20-24,0.0,3
912,Età 30-34,0.0,3
912,Età 35-39,0.0,3
912,Età 25-29,0.0,3
912,Età 15-19,0.0,3
912,Età 40-44,0.0,3
912,Età 45-49,0.0,3
501,Età 20-24,6.99,4
501,Età 30-34,9.84,4
501,Età 35-39,5.9,4
501,Età 25-29,4.87,4
501,Età 15-19,3.33,4
501,Età 40-44,3.85,4
501,Età 45-49,0.24,4
502,Età 20-24,5.4,4
502,Età 30-34,7.06,4
502,Età 35-39,5.69,4
502,Età 25-29,6.36,4
502,Età 15-19,2.65,4
502,Età 40-44,3.43,4
502,Età 45-49,0.16,4
503,Età 20-24,7.7,4
503,Età 30-34,11.25,4
503,Età 35-39,8.54,4
503,Età 25-29,9.34,4
503,Età 15-19,4.87,4
503,Età 40-44,3.47,4
503,Età 45-49,0.26,4
504,Età 20-24,3.06,4
504,Età 30-34,3.63,4
504,Età 35-39,3.21,4
504,Età 25-29,3.88,4
504,Età 15-19,1.18,4
504,Età 40-44,1.27,4
504,Età 45-49,0.2,4
505,Età 20-24,5.08,4
505,Età 30-34,7.91,4
505,Età 35-39,7.21,4
505,Età 25-29,6.34,4
505,Età 15-19,3.48,4
505,Età 40-44,3.95,4
505,Età 45-49,0.1,4
506,Età 20-24,4.04,4
506,Età 30-34,4.42,4
506,Età 35-39,3.92,4
506,Età 25-29,3.74,4
506,Età 15-19,1.92,4
506,Età 40-44,1.68,4
506,Età 45-49,0.2,4
507,Età 20-24,4.38,4
507,Età 30-34,6.81,4
507,Età 35-39,3.84,4
507,Età 25-29,3.94,4
507,Età 15-19,2.22,4
507,Età 40-44,1.6,4
507,Età 45-49,0.07,4
508,Età 20-24,5.91,4
508,Età 30-34,6.09,4
508,Età 35-39,5.73,4
508,Età 25-29,6.11,4
508,Età 15-19,2.44,4
508,Età 40-44,1.91,4
508,Età 45-49,0.19,4
509,Età 20-24,2.65,4
509,Età 30-34,3.86,4
509,Età 35-39,2.81,4
509,Età 25-29,2.41,4
509,Età 15-19,0.95,4
509,Età 40-44,1.02,4
509,Età 45-49,0.08,4
901,Età 20-24,0.0,4
901,Età 30-34,0.0,4
901,Età 35-39,0.0,4
901,Età 25-29,0.0,4
901,Età 15-19,0.0,4
901,Età 40-44,0.0,4
901,Età 45-49,0.0,4
912,Età 20-24,0.0,4
912,Età 30-34,0.0,4
912,Età 35-39,0.0,4
912,Età 25-29,0.0,4
912,Età 15-19,0.0,4
912,Età 40-44,0.0,4
912,Età 45-49,0.0,4
501,Età 20-24,4.78,5
501,Età 30-34,6.34,5
501,Età 35-39,7.15,5
501,Età 25-29,6.41,5
501,Età 15-19,2.43,5
501,Età 40-44,3.63,5
501,Età 45-49,0.24,5
502,Età 20-24,4.94,5
502,Età 30-34,6.79,5
502,Età 35-39,5.84,5
502,Età 25-29,5.98,5
502,Età 15-19,2.39,5
502,Età 40-44,2.28,5
502,Età 45-49,0.21,5
503,Età 20-24,8.03,5
503,Età 30-34,8.46,5
503,Età 35-39,8.69,5
503,Età 25-29,9.02,5
503,Età 15-19,3.04,5
503,Età 40-44,3.94,5
503,Età 45-49,0.26,5
504,Età 20-24,3.17,5
504,Età 30-34,3.93,5
504,Età 35-39,5.06,5
504,Età 25-29,4.56,5
504,Età 15-19,1.16,5
504,Età 40-44,0.94,5
504,Età 45-49,0.1,5
505,Età 20-24,2.83,5
505,Età 30-34,6.98,5
505,Età 35-39,5.14,5
505,Età 25-29,7.14,5
505,Età 15-19,1.93,5
505,Età 40-44,2.4,5
506,Età 20-24,3.64,5
506,Età 30-34,3.89,5
506,Età 35-39,3.62,5
506,Età 25-29,4.02,5
506,Età 15-19,0.93,5
506,Età 40-44,1.65,5
506,Età 45-49,0.13,5
507,Età 20-24,4.28,5
507,Età 30-34,5.28,5
507,Età 35-39,5.85,5
507,Età 25-29,4.9,5
507,Età 15-19,2.42,5
507,Età 40-44,2.73,5
507,Età 45-49,0.07,5
508,Età 20-24,4.5,5
508,Età 30-34,6.63,5
508,Età 35-39,5.02,5
508,Età 25-29,5.53,5
508,Età 15-19,2.31,5
508,Età 40-44,1.69,5
508,Età 45-49,0.1,5
509,Età 20-24,2.33,5
509,Età 30-34,3.66,5
509,Età 35-39,2.9,5
509,Età 25-29,2.93,5
509,Età 15-19,1.03,5
509,Età 40-44,1.11,5
509,Età 45-49,0.21,5
901,Età 20-24,0.0,5
901,Età 30-34,0.0,5
901,Età 35-39,0.0,5
901,Età 25-29,0.0,5
901,Età 15-19,0.0,5
901,Età 40-44,0.0,5
901,Età 45-49,0.0,5
912,Età 20-24,0.0,5
912,Età 30-34,0.0,5
912,Età 35-39,0.0,5
912,Età 25-29,0.0,5
912,Età 15-19,0.0,5
912,Età 40-44,0.0,5
912,Età 45-49,0.0,5
501,Età 20-24,5.1,6
501,Età 30-34,6.78,6
501,Età 35-39,5.17,6
501,Età 25-29,4.81,6
501,Età 15-19,2.49,6
501,Età 40-44,4.14,6
501,Età 45-49,0.36,6
502,Età 20-24,5.53,6
502,Età 30-34,7.29,6
502,Età 35-39,5.3,6
502,Età 25-29,5.14,6
502,Età 15-19,1.79,6
502,Età 40-44,3.08,6
502,Età 45-49,0.16,6
503,Età 20-24,8.68,6
503,Età 30-34,7.54,6
503,Età 35-39,8.37,6
503,Età 25-29,8.22,6
503,Età 15-19,2.32,6
503,Età 40-44,4.24,6
503,Età 45-49,0.38,6
504,Età 20-24,2.0,6
504,Età 30-34,4.83,6
504,Età 35-39,2.64,6
504,Età 25-29,3.03,6
504,Età 15-19,1.15,6
504,Età 40-44,1.61,6
505,Età 20-24,4.37,6
505,Età 30-34,6.92,6
505,Età 35-39,5.49,6
505,Età 25-29,5.92,6
505,Età 15-19,0.64,6
505,Età 40-44,2.46,6
505,Età 45-49,0.41,6
506,Età 20-24,2.59,6
506,Età 30-34,3.5,6
506,Età 35-39,3.77,6
506,Età 25-29,3.12,6
506,Età 15-19,1.07,6
506,Età 40-44,1.67,6
506,Età 45-49,0.08,6
507,Età 20-24,5.38,6
507,Età 30-34,6.43,6
507,Età 35-39,5.26,6
507,Età 25-29,5.56,6
507,Età 15-19,1.57,6
507,Età 40-44,2.14,6
507,Età 45-49,0.07,6
508,Età 20-24,4.91,6
508,Età 30-34,5.26,6
508,Età 35-39,5.76,6
508,Età 25-29,5.59,6
508,Età 15-19,2.37,6
508,Età 40-44,1.85,6
508,Età 45-49,0.1,6
509,Età 20-24,2.12,6
509,Età 30-34,2.39,6
509,Età 35-39,1.8,6
509,Età 25-29,2.41,6
509,Età 15-19,0.71,6
509,Età 40-44,1.05,6
509,Età 45-49,0.05,6
901,Età 20-24,0.0,6
901,Età 30-34,0.0,6
901,Età 35-39,0.0,6
901,Età 25-29,0.0,6
901,Età 15-19,0.0,6
901,Età 40-44,0.0,6
901,Età 45-49,0.0,6
912,Età 20-24,0.0,6
912,Età 30-34,0.0,6
912,Età 35-39,0.0,6
912,Età 25-29,0.0,6
912,Età 15-19,0.0,6
912,Età 40-44,0.0,6
912,Età 45-49,0.0,6
501,Età 20-24,5.11,7
501,Età 30-34,5.68,7
501,Età 35-39,6.23,7
501,Età 25-29,4.14,7
501,Età 15-19,1.56,7
501,Età 40-44,2.94,7
501,Età 45-49,0.5,7
502,Età 20-24,4.86,7
502,Età 30-34,6.05,7
502,Età 35-39,6.58,7
502,Età 25-29,6.48,7
502,Età 15-19,1.97,7
502,Età 40-44,3.21,7
502,Età 45-49,0.22,7
503,Età 20-24,7.38,7
503,Età 30-34,8.72,7
503,Età 35-39,6.34,7
503,Età 25-29,6.76,7
503,Età 15-19,2.79,7
503,Età 40-44,3.42,7
503,Età 45-49,0.16,7
504,Età 20-24,2.35,7
504,Età 30-34,3.93,7
504,Età 35-39,4.12,7
504,Età 25-29,3.01,7
504,Età 15-19,1.13,7
504,Età 40-44,1.14,7
505,Età 20-24,4.57,7
505,Età 30-34,6.06,7
505,Età 35-39,6.51,7
505,Età 25-29,6.5,7
505,Età 15-19,1.9,7
505,Età 40-44,2.74,7
506,Età 20-24,2.79,7
506,Età 30-34,3.44,7
506,Età 35-39,3.31,7
506,Età 25-29,3.83,7
506,Età 15-19,1.37,7
506,Età 40-44,1.5,7
506,Età 45-49,0.13,7
507,Età 20-24,5.24,7
507,Età 30-34,6.68,7
507,Età 35-39,6.44,7
507,Età 25-29,5.94,7
507,Età 15-19,2.1,7
507,Età 40-44,2.78,7
507,Età 45-49,0.27,7
508,Età 20-24,4.48,7
508,Età 30-34,4.4,7
508,Età 35-39,5.0,7
508,Età 25-29,4.1,7
508,Età 15-19,1.94,7
508,Età 40-44,1.78,7
508,Età 45-49,0.2,7
509,Età 20-24,1.66,7
509,Età 30-34,2.48,7
509,Età 35-39,2.03,7
509,Età 25-29,2.35,7
509,Età 15-19,0.87,7
509,Età 40-44,0.71,7
509,Età 45-49,0.1,7
901,Età 20-24,0.0,7
901,Età 30-34,0.0,7
901,Età 35-39,0.0,7
901,Età 25-29,0.0,7
901,Età 15-19,0.0,7
901,Età 40-44,0.0,7
901,Età 45-49,0.0,7
912,Età 20-24,0.0,7
912,Età 30-34,0.0,7
912,Età 35-39,0.0,7
912,Età 25-29,0.0,7
912,Età 15-19,0.0,7
912,Età 40-44,0.0,7
912,Età 45-49,0.0,7
501,Età 20-24,4.59,8
501,Età 30-34,7.9,8
501,Età 35-39,4.06,8
501,Età 25-29,3.39,8
501,Età 15-19,2.28,8
501,Età 40-44,2.33,8
501,Età 45-49,0.26,8
502,Età 20-24,5.17,8
502,Età 30-34,7.08,8
502,Età 35-39,5.87,8
502,Età 25-29,6.93,8
502,Età 15-19,2.2,8
502,Età 40-44,3.08,8
502,Età 45-49,0.14,8
503,Età 20-24,6.85,8
503,Età 30-34,8.49,8
503,Età 35-39,7.88,8
503,Età 25-29,5.84,8
503,Età 15-19,3.99,8
503,Età 40-44,3.82,8
503,Età 45-49,0.2,8
504,Età 20-24,3.63,8
504,Età 30-34,3.54,8
504,Età 35-39,3.56,8
504,Età 25-29,2.58,8
504,Età 15-19,1.1,8
504,Età 40-44,2.22,8
504,Età 45-49,0.1,8
505,Età 20-24,5.22,8
505,Età 30-34,7.15,8
505,Età 35-39,4.87,8
505,Età 25-29,5.35,8
505,Età 15-19,2.47,8
505,Età 40-44,1.95,8
505,Età 45-49,0.31,8
506,Età 20-24,3.46,8
506,Età 30-34,3.21,8
506,Età 35-39,3.92,8
506,Età 25-29,3.18,8
506,Età 15-19,1.74,8
506,Età 40-44,1.98,8
506,Età 45-49,0.16,8
507,Età 20-24,6.07,8
507,Età 30-34,7.15,8
507,Età 35-39,5.59,8
507,Età 25-29,7.84,8
507,Età 15-19,1.88,8
507,Età 40-44,2.61,8
508,Età 20-24,4.45,8
508,Età 30-34,4.78,8
508,Età 35-39,3.65,8
508,Età 25-29,3.57,8
508,Età 15-19,1.54,8
508,Età 40-44,2.12,8
508,Età 45-49,0.05,8
509,Età 20-24,1.79,8
509,Età 30-34,2.89,8
509,Età 35-39,2.71,8
509,Età 25-29,2.83,8
509,Età 15-19,0.85,8
509,Età 40-44,1.05,8
509,Età 45-49,0.05,8
901,Età 20-24,0.0,8
901,Età 30-34,0.0,8
901,Età 35-39,0.0,8
901,Età 25-29,0.0,8
901,Età 15-19,0.0,8
901,Età 40-44,0.0,8
901,Età 45-49,0.0,8
912,Età 20-24,0.0,8
912,Età 30-34,0.0,8
912,Età 35-39,0.0,8
912,Età 25-29,0.0,8
912,Età 15-19,0.0,8
912,Età 40-44,0.0,8
912,Età 45-49,0.0,8
501,Età 20-24,5.21,9
501,Età 30-34,7.01,9
501,Età 35-39,6.17,9
501,Età 25-29,5.46,9
501,Età 15-19,1.81,9
501,Età 40-44,2.54,9
502,Età 20-24,5.1,9
502,Età 30-34,7.39,9
502,Età 35-39,5.92,9
502,Età 25-29,5.83,9
502,Età 15-19,2.72,9
502,Età 40-44,2.54,9
502,Età 45-49,0.17,9
503,Età 20-24,6.63,9
503,Età 30-34,6.39,9
503,Età 35-39,6.98,9
503,Età 25-29,8.3,9
503,Età 15-19,2.89,9
503,Età 40-44,3.8,9
503,Età 45-49,0.42,9
504,Età 20-24,2.68,9
504,Età 30-34,2.47,9
504,Età 35-39,2.06,9
504,Età 25-29,1.17,9
504,Età 15-19,0.73,9
504,Età 40-44,0.67,9
504,Età 45-49,0.22,9
505,Età 20-24,4.04,9
505,Età 30-34,5.68,9
505,Età 35-39,3.34,9
505,Età 25-29,4.51,9
505,Età 15-19,1.62,9
505,Età 40-44,2.44,9
505,Età 45-49,0.11,9
506,Età 20-24,3.69,9
506,Età 30-34,3.91,9
506,Età 35-39,4.18,9
506,Età 25-29,3.52,9
506,Età 15-19,2.15,9
506,Età 40-44,1.74,9
506,Età 45-49,0.11,9
507,Età 20-24,5.1,9
507,Età 30-34,6.74,9
507,Età 35-39,6.35,9
507,Età 25-29,6.59,9
507,Età 15-19,3.02,9
507,Età 40-44,2.77,9
507,Età 45-49,0.42,9
508,Età 20-24,5.31,9
508,Età 30-34,5.91,9
508,Età 35-39,4.94,9
508,Età 25-29,5.02,9
508,Età 15-19,2.66,9
508,Età 40-44,2.47,9
508,Età 45-49,0.26,9
509,Età 20-24,1.98,9
509,Età 30-34,2.83,9
509,Età 35-39,3.08,9
509,Età 25-29,2.4,9
509,Età 15-19,1.17,9
509,Età 40-44,1.37,9
901,Età 20-24,0.0,9
901,Età 30-34,0.0,9
901,Età 35-39,0.0,9
901,Età 25-29,0.0,9
901,Età 15-19,0.0,9
901,Età 40-44,0.0,9
901,Età 45-49,0.0,9
912,Età 20-24,0.0,9
912,Età 30-34,0.0,9
912,Età 35-39,0.0,9
912,Età 25-29,0.0,9
912,Età 15-19,0.0,9
912,Età 40-44,0.0,9
912,Età 45-49,0.0,9
