nome_azienda,categoria,valori,anno,nome
115,DIVORZIATA,10,2016,CITTADELLA
115,CONIUGATA,83,2016,CITTADELLA
115,VEDOVA,3,2016,CITTADELLA
115,NUBILE,109,2016,CITTADELLA
115,SEPARATA,5,2016,CITTADELLA
116,DIVORZIATA,6,2016,PADOVA
116,CONIUGATA,80,2016,PADOVA
116,NUBILE,90,2016,PADOVA
116,SEPARATA,5,2016,PADOVA
117,DIVORZIATA,8,2016,ESTE
117,CONIUGATA,52,2016,ESTE
117,SEPARATA,10,2016,ESTE
117,NUBILE,66,2016,ESTE
118,DIVORZIATA,3,2016,ROVIGO
118,CONIUGATA,61,2016,ROVIGO
118,NUBILE,77,2016,ROVIGO
118,SEPARATA,8,2016,ROVIGO
119,CONIUGATA,18,2016,ADRIA
119,VEDOVA,1,2016,ADRIA
119,NUBILE,23,2016,ADRIA
119,SEPARATA,3,2016,ADRIA
120,CONIUGATA,61,2016,VERONA
120,DIVORZIATA,5,2016,VERONA
120,NUBILE,55,2016,VERONA
120,SEPARATA,3,2016,VERONA
121,CONIUGATA,39,2016,LEGNAGO
121,DIVORZIATA,6,2016,LEGNAGO
121,NUBILE,52,2016,LEGNAGO
121,SEPARATA,5,2016,LEGNAGO
122,CONIUGATA,48,2016,BUSSOLENGO
122,DIVORZIATA,3,2016,BUSSOLENGO
122,NUBILE,52,2016,BUSSOLENGO
122,SEPARATA,8,2016,BUSSOLENGO
901,CONIUGATA,155,2016,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,DIVORZIATA,1,2016,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,5,2016,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,162,2016,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,DIVORZIATA,40,2016,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,CONIUGATA,288,2016,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,VEDOVA,2,2016,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,391,2016,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,8,2016,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,CONIUGATA,73,2017,AZIENDA ULSS N. 1 DOLOMITI
501,DIVORZIATA,6,2017,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,110,2017,AZIENDA ULSS N. 1 DOLOMITI
501,SEPARATA,8,2017,AZIENDA ULSS N. 1 DOLOMITI
502,CONIUGATA,338,2017,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,DIVORZIATA,14,2017,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,VEDOVA,3,2017,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,454,2017,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,24,2017,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,CONIUGATA,302,2017,AZIENDA ULSS N. 3 SERENISSIMA
503,DIVORZIATA,26,2017,AZIENDA ULSS N. 3 SERENISSIMA
503,VEDOVA,1,2017,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,438,2017,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,28,2017,AZIENDA ULSS N. 3 SERENISSIMA
504,CONIUGATA,34,2017,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,VEDOVA,1,2017,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,79,2017,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,9,2017,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,98,2017,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,3,2017,AZIENDA ULSS N. 5 POLESANA
505,VEDOVA,1,2017,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,108,2017,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,10,2017,AZIENDA ULSS N. 5 POLESANA
506,CONIUGATA,199,2017,AZIENDA ULSS N. 6 EUGANEA
506,DIVORZIATA,9,2017,AZIENDA ULSS N. 6 EUGANEA
506,NUBILE,299,2017,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,17,2017,AZIENDA ULSS N. 6 EUGANEA
507,DIVORZIATA,5,2017,AZIENDA ULSS N. 7 PEDEMONTANA
507,CONIUGATA,110,2017,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,183,2017,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,14,2017,AZIENDA ULSS N. 7 PEDEMONTANA
508,DIVORZIATA,10,2017,AZIENDA ULSS N. 8 BERICA
508,CONIUGATA,168,2017,AZIENDA ULSS N. 8 BERICA
508,VEDOVA,1,2017,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,19,2017,AZIENDA ULSS N. 8 BERICA
508,NUBILE,209,2017,AZIENDA ULSS N. 8 BERICA
509,DIVORZIATA,10,2017,AZIENDA ULSS N. 9 SCALIGERA
509,CONIUGATA,176,2017,AZIENDA ULSS N. 9 SCALIGERA
509,VEDOVA,1,2017,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,17,2017,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,206,2017,AZIENDA ULSS N. 9 SCALIGERA
901,CONIUGATA,162,2017,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,DIVORZIATA,1,2017,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,VEDOVA,4,2017,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,7,2017,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,150,2017,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,CONIUGATA,232,2017,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,DIVORZIATA,11,2017,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,VEDOVA,1,2017,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,344,2017,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,19,2017,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,CONIUGATA,50,2018,AZIENDA ULSS N. 1 DOLOMITI
501,DIVORZIATA,10,2018,AZIENDA ULSS N. 1 DOLOMITI
501,SEPARATA,8,2018,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,135,2018,AZIENDA ULSS N. 1 DOLOMITI
502,DIVORZIATA,16,2018,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,CONIUGATA,313,2018,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,VEDOVA,4,2018,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,27,2018,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,459,2018,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,UNITA CIVILMENTE,1,2018,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,CONIUGATA,290,2018,AZIENDA ULSS N. 3 SERENISSIMA
503,DIVORZIATA,14,2018,AZIENDA ULSS N. 3 SERENISSIMA
503,VEDOVA,2,2018,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,26,2018,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,486,2018,AZIENDA ULSS N. 3 SERENISSIMA
504,CONIUGATA,46,2018,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,VEDOVA,1,2018,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,57,2018,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,4,2018,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,90,2018,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,5,2018,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,143,2018,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,10,2018,AZIENDA ULSS N. 5 POLESANA
506,CONIUGATA,206,2018,AZIENDA ULSS N. 6 EUGANEA
506,DIVORZIATA,11,2018,AZIENDA ULSS N. 6 EUGANEA
506,NUBILE,315,2018,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,20,2018,AZIENDA ULSS N. 6 EUGANEA
507,CONIUGATA,81,2018,AZIENDA ULSS N. 7 PEDEMONTANA
507,DIVORZIATA,2,2018,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,143,2018,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,7,2018,AZIENDA ULSS N. 7 PEDEMONTANA
508,CONIUGATA,188,2018,AZIENDA ULSS N. 8 BERICA
508,DIVORZIATA,8,2018,AZIENDA ULSS N. 8 BERICA
508,NUBILE,213,2018,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,8,2018,AZIENDA ULSS N. 8 BERICA
509,DIVORZIATA,16,2018,AZIENDA ULSS N. 9 SCALIGERA
509,CONIUGATA,166,2018,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,208,2018,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,15,2018,AZIENDA ULSS N. 9 SCALIGERA
901,DIVORZIATA,3,2018,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,CONIUGATA,127,2018,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,VEDOVA,2,2018,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,6,2018,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,126,2018,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,CONIUGATA,198,2018,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,DIVORZIATA,15,2018,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,12,2018,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,326,2018,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,DIVORZIATA,5,2019,AZIENDA ULSS N. 1 DOLOMITI
501,CONIUGATA,57,2019,AZIENDA ULSS N. 1 DOLOMITI
501,VEDOVA,1,2019,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,109,2019,AZIENDA ULSS N. 1 DOLOMITI
501,SEPARATA,5,2019,AZIENDA ULSS N. 1 DOLOMITI
502,DIVORZIATA,10,2019,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,CONIUGATA,283,2019,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,12,2019,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,442,2019,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,CONIUGATA,277,2019,AZIENDA ULSS N. 3 SERENISSIMA
503,DIVORZIATA,20,2019,AZIENDA ULSS N. 3 SERENISSIMA
503,VEDOVA,1,2019,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,414,2019,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,24,2019,AZIENDA ULSS N. 3 SERENISSIMA
504,DIVORZIATA,2,2019,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,CONIUGATA,47,2019,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,6,2019,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,66,2019,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,66,2019,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,5,2019,AZIENDA ULSS N. 5 POLESANA
505,VEDOVA,1,2019,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,103,2019,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,11,2019,AZIENDA ULSS N. 5 POLESANA
506,CONIUGATA,161,2019,AZIENDA ULSS N. 6 EUGANEA
506,DIVORZIATA,16,2019,AZIENDA ULSS N. 6 EUGANEA
506,VEDOVA,1,2019,AZIENDA ULSS N. 6 EUGANEA
506,NUBILE,298,2019,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,16,2019,AZIENDA ULSS N. 6 EUGANEA
507,DIVORZIATA,4,2019,AZIENDA ULSS N. 7 PEDEMONTANA
507,CONIUGATA,102,2019,AZIENDA ULSS N. 7 PEDEMONTANA
507,VEDOVA,2,2019,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,7,2019,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,155,2019,AZIENDA ULSS N. 7 PEDEMONTANA
508,DIVORZIATA,12,2019,AZIENDA ULSS N. 8 BERICA
508,CONIUGATA,158,2019,AZIENDA ULSS N. 8 BERICA
508,VEDOVA,1,2019,AZIENDA ULSS N. 8 BERICA
508,NUBILE,197,2019,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,13,2019,AZIENDA ULSS N. 8 BERICA
509,DIVORZIATA,18,2019,AZIENDA ULSS N. 9 SCALIGERA
509,CONIUGATA,180,2019,AZIENDA ULSS N. 9 SCALIGERA
509,VEDOVA,1,2019,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,201,2019,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,16,2019,AZIENDA ULSS N. 9 SCALIGERA
509,UNITA CIVILMENTE,1,2019,AZIENDA ULSS N. 9 SCALIGERA
901,DIVORZIATA,9,2019,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,CONIUGATA,95,2019,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,VEDOVA,1,2019,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,145,2019,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,4,2019,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,DIVORZIATA,17,2019,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,CONIUGATA,207,2019,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,333,2019,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,13,2019,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,DIVORZIATA,3,2020,AZIENDA ULSS N. 1 DOLOMITI
501,CONIUGATA,54,2020,AZIENDA ULSS N. 1 DOLOMITI
501,SEPARATA,5,2020,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,109,2020,AZIENDA ULSS N. 1 DOLOMITI
502,CONIUGATA,305,2020,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,DIVORZIATA,14,2020,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,VEDOVA,1,2020,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,16,2020,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,410,2020,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,CONIUGATA,240,2020,AZIENDA ULSS N. 3 SERENISSIMA
503,DIVORZIATA,18,2020,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,23,2020,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,396,2020,AZIENDA ULSS N. 3 SERENISSIMA
504,CONIUGATA,34,2020,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,3,2020,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,67,2020,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,53,2020,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,2,2020,AZIENDA ULSS N. 5 POLESANA
505,VEDOVA,1,2020,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,119,2020,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,6,2020,AZIENDA ULSS N. 5 POLESANA
506,DIVORZIATA,11,2020,AZIENDA ULSS N. 6 EUGANEA
506,CONIUGATA,167,2020,AZIENDA ULSS N. 6 EUGANEA
506,VEDOVA,1,2020,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,12,2020,AZIENDA ULSS N. 6 EUGANEA
506,NUBILE,255,2020,AZIENDA ULSS N. 6 EUGANEA
507,DIVORZIATA,7,2020,AZIENDA ULSS N. 7 PEDEMONTANA
507,CONIUGATA,82,2020,AZIENDA ULSS N. 7 PEDEMONTANA
507,VEDOVA,1,2020,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,179,2020,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,6,2020,AZIENDA ULSS N. 7 PEDEMONTANA
508,DIVORZIATA,7,2020,AZIENDA ULSS N. 8 BERICA
508,CONIUGATA,159,2020,AZIENDA ULSS N. 8 BERICA
508,NUBILE,199,2020,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,9,2020,AZIENDA ULSS N. 8 BERICA
508,UNITA CIVILMENTE,2,2020,AZIENDA ULSS N. 8 BERICA
509,CONIUGATA,112,2020,AZIENDA ULSS N. 9 SCALIGERA
509,DIVORZIATA,8,2020,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,8,2020,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,172,2020,AZIENDA ULSS N. 9 SCALIGERA
509,UNITA CIVILMENTE,2,2020,AZIENDA ULSS N. 9 SCALIGERA
901,DIVORZIATA,4,2020,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,CONIUGATA,137,2020,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,VEDOVA,1,2020,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,7,2020,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,175,2020,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,CONIUGATA,188,2020,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,DIVORZIATA,10,2020,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,317,2020,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,11,2020,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,UNITA CIVILMENTE,1,2020,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,DIVORZIATA,3,2021,AZIENDA ULSS N. 1 DOLOMITI
501,CONIUGATA,46,2021,AZIENDA ULSS N. 1 DOLOMITI
501,VEDOVA,3,2021,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,92,2021,AZIENDA ULSS N. 1 DOLOMITI
501,SEPARATA,1,2021,AZIENDA ULSS N. 1 DOLOMITI
502,CONIUGATA,285,2021,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,DIVORZIATA,9,2021,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,VEDOVA,2,2021,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,14,2021,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,459,2021,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,UNITA CIVILMENTE,1,2021,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,DIVORZIATA,21,2021,AZIENDA ULSS N. 3 SERENISSIMA
503,CONIUGATA,184,2021,AZIENDA ULSS N. 3 SERENISSIMA
503,VEDOVA,2,2021,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,398,2021,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,10,2021,AZIENDA ULSS N. 3 SERENISSIMA
503,UNITA CIVILMENTE,2,2021,AZIENDA ULSS N. 3 SERENISSIMA
504,DIVORZIATA,3,2021,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,CONIUGATA,40,2021,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,7,2021,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,51,2021,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,71,2021,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,2,2021,AZIENDA ULSS N. 5 POLESANA
505,VEDOVA,1,2021,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,11,2021,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,103,2021,AZIENDA ULSS N. 5 POLESANA
506,CONIUGATA,141,2021,AZIENDA ULSS N. 6 EUGANEA
506,DIVORZIATA,21,2021,AZIENDA ULSS N. 6 EUGANEA
