nome_azienda,categoria,valori,anno
112,ANALFABETA,2.0,2
112,LAUREA O TITOLI SUPERIORI,64.0,2
112,LICENZA ELEMENTARE,30.0,2
112,DIPLOMA DI SCUOLA MEDIA INFERIORE,144.0,2
112,SA LEGGERE E SCRIVERE,1.0,2
112,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,2
112,DIPLOMA DI SCUOLA MEDIA SUPERIORE,216.0,2
113,ANALFABETA,2.0,2
113,LAUREA O TITOLI SUPERIORI,58.0,2
113,LICENZA ELEMENTARE,13.0,2
113,SA LEGGERE E SCRIVERE,1.0,2
113,DIPLOMA DI SCUOLA MEDIA INFERIORE,115.0,2
113,DIPLOMA UNIVERSITARIO O LAUREA BREVE,9.0,2
113,DIPLOMA DI SCUOLA MEDIA SUPERIORE,167.0,2
114,LAUREA O TITOLI SUPERIORI,5.0,2
114,DIPLOMA DI SCUOLA MEDIA INFERIORE,33.0,2
114,SA LEGGERE E SCRIVERE,1.0,2
114,LICENZA ELEMENTARE,6.0,2
114,DIPLOMA DI SCUOLA MEDIA SUPERIORE,38.0,2
115,LAUREA O TITOLI SUPERIORI,21.0,2
115,DIPLOMA DI SCUOLA MEDIA INFERIORE,71.0,2
115,SA LEGGERE E SCRIVERE,2.0,2
115,LICENZA ELEMENTARE,1.0,2
115,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,2
115,DIPLOMA DI SCUOLA MEDIA SUPERIORE,108.0,2
116,ANALFABETA,1.0,2
116,LAUREA O TITOLI SUPERIORI,10.0,2
116,LICENZA ELEMENTARE,7.0,2
116,DIPLOMA DI SCUOLA MEDIA INFERIORE,67.0,2
116,DIPLOMA UNIVERSITARIO O LAUREA BREVE,6.0,2
116,DIPLOMA DI SCUOLA MEDIA SUPERIORE,90.0,2
117,LAUREA O TITOLI SUPERIORI,13.0,2
117,ANALFABETA,1.0,2
117,LICENZA ELEMENTARE,3.0,2
117,DIPLOMA DI SCUOLA MEDIA INFERIORE,57.0,2
117,SA LEGGERE E SCRIVERE,12.0,2
117,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,2
117,DIPLOMA DI SCUOLA MEDIA SUPERIORE,48.0,2
118,ANALFABETA,2.0,2
118,LAUREA O TITOLI SUPERIORI,14.0,2
118,LICENZA ELEMENTARE,17.0,2
118,DIPLOMA DI SCUOLA MEDIA INFERIORE,43.0,2
118,DIPLOMA DI SCUOLA MEDIA SUPERIORE,73.0,2
119,LAUREA O TITOLI SUPERIORI,5.0,2
119,LICENZA ELEMENTARE,1.0,2
119,DIPLOMA DI SCUOLA MEDIA INFERIORE,16.0,2
119,DIPLOMA UNIVERSITARIO O LAUREA BREVE,1.0,2
119,DIPLOMA DI SCUOLA MEDIA SUPERIORE,22.0,2
120,LAUREA O TITOLI SUPERIORI,12.0,2
120,LICENZA ELEMENTARE,7.0,2
120,DIPLOMA DI SCUOLA MEDIA INFERIORE,38.0,2
120,DIPLOMA DI SCUOLA MEDIA SUPERIORE,67.0,2
121,LAUREA O TITOLI SUPERIORI,10.0,2
121,ANALFABETA,2.0,2
121,LICENZA ELEMENTARE,5.0,2
121,DIPLOMA DI SCUOLA MEDIA INFERIORE,35.0,2
121,DIPLOMA UNIVERSITARIO O LAUREA BREVE,1.0,2
121,DIPLOMA DI SCUOLA MEDIA SUPERIORE,49.0,2
122,LAUREA O TITOLI SUPERIORI,7.0,2
122,DIPLOMA DI SCUOLA MEDIA INFERIORE,30.0,2
122,LICENZA ELEMENTARE,3.0,2
122,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,2
122,DIPLOMA DI SCUOLA MEDIA SUPERIORE,68.0,2
901,ANALFABETA,13.0,2
901,LAUREA O TITOLI SUPERIORI,36.0,2
901,LICENZA ELEMENTARE,40.0,2
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,116.0,2
901,DIPLOMA UNIVERSITARIO O LAUREA BREVE,1.0,2
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,117.0,2
912,LAUREA O TITOLI SUPERIORI,86.0,2
912,ANALFABETA,2.0,2
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,245.0,2
912,LICENZA ELEMENTARE,20.0,2
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,2
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,364.0,2
501,LAUREA O TITOLI SUPERIORI,32.0,3
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,56.0,3
501,LICENZA ELEMENTARE,5.0,3
501,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,3
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,99.0,3
502,ANALFABETA,2.0,3
502,LAUREA O TITOLI SUPERIORI,66.0,3
502,LICENZA ELEMENTARE,43.0,3
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,285.0,3
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,46.0,3
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,391.0,3
503,ANALFABETA,2.0,3
503,LAUREA O TITOLI SUPERIORI,111.0,3
503,LICENZA ELEMENTARE,39.0,3
503,SA LEGGERE E SCRIVERE,5.0,3
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,259.0,3
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,11.0,3
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,368.0,3
504,LAUREA O TITOLI SUPERIORI,14.0,3
504,LICENZA ELEMENTARE,3.0,3
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,29.0,3
504,DIPLOMA UNIVERSITARIO O LAUREA BREVE,1.0,3
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,76.0,3
505,LAUREA O TITOLI SUPERIORI,9.0,3
505,LICENZA ELEMENTARE,19.0,3
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,81.0,3
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,6.0,3
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,105.0,3
506,LAUREA O TITOLI SUPERIORI,43.0,3
506,ANALFABETA,4.0,3
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,144.0,3
506,LICENZA ELEMENTARE,12.0,3
506,SA LEGGERE E SCRIVERE,3.0,3
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,23.0,3
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,295.0,3
507,LAUREA O TITOLI SUPERIORI,42.0,3
507,ANALFABETA,2.0,3
507,SA LEGGERE E SCRIVERE,1.0,3
507,LICENZA ELEMENTARE,9.0,3
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,92.0,3
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,3
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,163.0,3
508,LAUREA O TITOLI SUPERIORI,58.0,3
508,ANALFABETA,1.0,3
508,LICENZA ELEMENTARE,19.0,3
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,126.0,3
508,SA LEGGERE E SCRIVERE,2.0,3
508,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,3
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,199.0,3
509,LAUREA O TITOLI SUPERIORI,37.0,3
509,ANALFABETA,4.0,3
509,LICENZA ELEMENTARE,16.0,3
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,127.0,3
509,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,3
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,219.0,3
901,ANALFABETA,3.0,3
901,LAUREA O TITOLI SUPERIORI,45.0,3
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,96.0,3
901,LICENZA ELEMENTARE,31.0,3
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,149.0,3
912,LAUREA O TITOLI SUPERIORI,70.0,3
912,ANALFABETA,4.0,3
912,LICENZA ELEMENTARE,36.0,3
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,195.0,3
912,SA LEGGERE E SCRIVERE,5.0,3
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,3
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,285.0,3
501,ANALFABETA,1.0,4
501,LAUREA O TITOLI SUPERIORI,22.0,4
501,SA LEGGERE E SCRIVERE,1.0,4
501,LICENZA ELEMENTARE,3.0,4
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,50.0,4
501,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,4
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,122.0,4
502,LAUREA O TITOLI SUPERIORI,78.0,4
502,ANALFABETA,1.0,4
502,LICENZA ELEMENTARE,25.0,4
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,281.0,4
502,SA LEGGERE E SCRIVERE,2.0,4
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,41.0,4
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,392.0,4
503,ANALFABETA,3.0,4
503,LAUREA O TITOLI SUPERIORI,99.0,4
503,SA LEGGERE E SCRIVERE,2.0,4
503,LICENZA ELEMENTARE,57.0,4
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,246.0,4
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,4
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,399.0,4
504,LAUREA O TITOLI SUPERIORI,5.0,4
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,45.0,4
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,58.0,4
505,ANALFABETA,1.0,4
505,LAUREA O TITOLI SUPERIORI,24.0,4
505,LICENZA ELEMENTARE,10.0,4
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,86.0,4
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,4
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,122.0,4
506,ANALFABETA,4.0,4
506,LAUREA O TITOLI SUPERIORI,35.0,4
506,LICENZA ELEMENTARE,15.0,4
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,147.0,4
506,SA LEGGERE E SCRIVERE,3.0,4
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,36.0,4
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,312.0,4
507,ANALFABETA,2.0,4
507,LAUREA O TITOLI SUPERIORI,32.0,4
507,LICENZA ELEMENTARE,12.0,4
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,70.0,4
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,4
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,115.0,4
508,ANALFABETA,1.0,4
508,LAUREA O TITOLI SUPERIORI,65.0,4
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,112.0,4
508,LICENZA ELEMENTARE,25.0,4
508,SA LEGGERE E SCRIVERE,4.0,4
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,210.0,4
509,LAUREA O TITOLI SUPERIORI,42.0,4
509,ANALFABETA,1.0,4
509,SA LEGGERE E SCRIVERE,4.0,4
509,LICENZA ELEMENTARE,8.0,4
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,141.0,4
509,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,4
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,207.0,4
901,LAUREA O TITOLI SUPERIORI,66.0,4
901,ANALFABETA,1.0,4
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,74.0,4
901,LICENZA ELEMENTARE,15.0,4
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,108.0,4
912,ANALFABETA,6.0,4
912,LAUREA O TITOLI SUPERIORI,65.0,4
912,SA LEGGERE E SCRIVERE,1.0,4
912,LICENZA ELEMENTARE,7.0,4
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,191.0,4
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,10.0,4
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,271.0,4
501,LAUREA O TITOLI SUPERIORI,24.0,5
501,LICENZA ELEMENTARE,2.0,5
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,53.0,5
501,DIPLOMA UNIVERSITARIO O LAUREA BREVE,6.0,5
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,92.0,5
502,LAUREA O TITOLI SUPERIORI,62.0,5
502,ANALFABETA,1.0,5
502,LICENZA ELEMENTARE,32.0,5
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,239.0,5
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,53.0,5
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,360.0,5
503,LAUREA O TITOLI SUPERIORI,112.0,5
503,ANALFABETA,5.0,5
503,SA LEGGERE E SCRIVERE,2.0,5
503,LICENZA ELEMENTARE,57.0,5
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,224.0,5
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,5
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,329.0,5
504,LAUREA O TITOLI SUPERIORI,5.0,5
504,LICENZA ELEMENTARE,2.0,5
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,54.0,5
504,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,5
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,55.0,5
505,LAUREA O TITOLI SUPERIORI,24.0,5
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,81.0,5
505,LICENZA ELEMENTARE,8.0,5
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,5
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,71.0,5
506,ANALFABETA,1.0,5
506,LAUREA O TITOLI SUPERIORI,32.0,5
506,LICENZA ELEMENTARE,7.0,5
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,162.0,5
506,SA LEGGERE E SCRIVERE,2.0,5
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,32.0,5
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,256.0,5
507,LAUREA O TITOLI SUPERIORI,52.0,5
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,86.0,5
507,LICENZA ELEMENTARE,6.0,5
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,5
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,124.0,5
508,LAUREA O TITOLI SUPERIORI,55.0,5
508,ANALFABETA,1.0,5
508,LICENZA ELEMENTARE,7.0,5
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,119.0,5
508,SA LEGGERE E SCRIVERE,4.0,5
508,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,5
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,190.0,5
509,LAUREA O TITOLI SUPERIORI,46.0,5
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,120.0,5
509,LICENZA ELEMENTARE,10.0,5
509,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,5
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,237.0,5
901,ANALFABETA,1.0,5
901,LAUREA O TITOLI SUPERIORI,51.0,5
901,LICENZA ELEMENTARE,16.0,5
901,SA LEGGERE E SCRIVERE,1.0,5
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,68.0,5
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,117.0,5
912,LAUREA O TITOLI SUPERIORI,67.0,5
912,ANALFABETA,1.0,5
912,SA LEGGERE E SCRIVERE,4.0,5
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,151.0,5
912,LICENZA ELEMENTARE,13.0,5
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,14.0,5
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,320.0,5
501,LAUREA O TITOLI SUPERIORI,17.0,6
501,LICENZA ELEMENTARE,1.0,6
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,46.0,6
501,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,6
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,105.0,6
502,LAUREA O TITOLI SUPERIORI,84.0,6
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,224.0,6
502,SA LEGGERE E SCRIVERE,1.0,6
502,LICENZA ELEMENTARE,41.0,6
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,39.0,6
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,357.0,6
503,ANALFABETA,1.0,6
503,LAUREA O TITOLI SUPERIORI,96.0,6
503,LICENZA ELEMENTARE,44.0,6
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,207.0,6
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,6.0,6
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,323.0,6
504,LAUREA O TITOLI SUPERIORI,7.0,6
504,LICENZA ELEMENTARE,3.0,6
504,SA LEGGERE E SCRIVERE,1.0,6
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,42.0,6
504,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,6
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,48.0,6
505,LAUREA O TITOLI SUPERIORI,16.0,6
505,LICENZA ELEMENTARE,12.0,6
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,70.0,6
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,6
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,76.0,6
506,LAUREA O TITOLI SUPERIORI,55.0,6
506,LICENZA ELEMENTARE,8.0,6
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,111.0,6
506,SA LEGGERE E SCRIVERE,2.0,6
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,25.0,6
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,245.0,6
507,LAUREA O TITOLI SUPERIORI,41.0,6
507,SA LEGGERE E SCRIVERE,1.0,6
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,71.0,6
507,LICENZA ELEMENTARE,3.0,6
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,6
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,147.0,6
